epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,90.6315,4.58435,7.51226,4.21167,0,0,0,0,6.48967,15.7199,4.16189,0.0919,0.0009,0.0009
2,168.429,4.51148,6.98435,4.1964,0,0,0,0,6.45566,13.875,4.10764,0.0828937,0.00189373,0.00189373
3,245.365,4.54653,6.29268,4.10773,0,0,0,0,6.36042,11.6272,3.9657,0.0738809,0.00288086,0.00288086
4,321.969,4.19304,5.48186,3.96346,0,0,0,0,6.1888,5.79298,3.76155,0.0648614,0.00386139,0.00386139
5,398.202,4.04594,5.23087,3.75208,0,0,0,0,5.96602,5.31398,3.56681,0.0558353,0.00483532,0.00483532
6,477.402,3.74782,5.01866,3.56601,0,0,0,0,5.78881,5.21917,3.43827,0.0468027,0.00580265,0.00580265
7,586.87,3.64231,4.86118,3.37116,0,0,0,0,5.69563,5.21022,3.37814,0.0377634,0.00676338,0.00676338
8,675.051,3.5402,4.66007,3.22858,0,0,0,0,5.61902,5.22276,3.32833,0.0287175,0.00771751,0.00771751
9,764.749,3.45266,4.65745,3.12216,0,0,0,0,5.44202,5.3806,3.23571,0.019665,0.00866504,0.00866504
10,836.206,3.36917,4.37199,3.0829,0,0,0,0,4.49907,5.41806,2.85061,0.010606,0.00960597,0.00960597
11,911.765,3.30492,4.27603,2.97538,0.03333,0.01235,0.01903,0.00747,4.17452,4.44142,2.68882,0.00967,0.00967,0.00967
12,986.655,3.16096,4.04742,2.76682,0.03333,0.01235,0.01903,0.00747,6.0075,4.45745,4.61761,0.009637,0.009637,0.009637
13,1060.22,3.11796,3.92398,2.74919,0.36941,0.03704,0.0106,0.00217,3.75602,4.41272,2.90733,0.009604,0.009604,0.009604
14,1132.25,3.06573,3.75029,2.60712,0.69195,0.02469,0.00514,0.00093,3.98607,10.8894,3.1444,0.009571,0.009571,0.009571
15,1204.75,2.88466,3.55844,2.57127,0.34487,0.07407,0.00582,0.00126,3.87878,60.3688,3.27711,0.009538,0.009538,0.009538
16,1276.49,2.91417,3.38133,2.59141,0.34854,0.03704,0.02326,0.0073,3.98066,41.3645,3.3118,0.009505,0.009505,0.009505
17,1348.62,2.88384,3.37297,2.50816,0.33534,0.01235,0.00062,9e-05,4.91838,53.77,4.53703,0.009472,0.009472,0.009472
18,1420.18,2.83866,3.17841,2.45408,0.40278,0.06173,0.02989,0.00968,3.50328,45.7092,2.88556,0.009439,0.009439,0.009439
19,1492.18,2.78103,3.04681,2.39868,0.68841,0.03704,0.00902,0.00297,3.76181,37.3599,3.04816,0.009406,0.009406,0.009406
20,1565.32,2.82584,3.00489,2.44432,0.00829,0.04938,0.00501,0.00141,3.85528,32.0696,3.56721,0.009373,0.009373,0.009373
21,1637.53,2.71609,2.80928,2.36353,0.04062,0.11111,0.0444,0.01027,3.54885,40.1393,2.68843,0.00934,0.00934,0.00934
22,1709.67,2.72108,2.65515,2.33194,0.10868,0.11111,0.08745,0.01815,3.4385,9.6168,2.33992,0.009307,0.009307,0.009307
23,1781.87,2.69489,2.59762,2.34066,0.36916,0.03717,0.0305,0.00634,3.57385,9.13541,2.50762,0.009274,0.009274,0.009274
24,1858.87,2.63191,2.43354,2.22691,0.00276,0.02469,0.00045,5e-05,5.09143,7.94213,4.51204,0.009241,0.009241,0.009241
25,1935.83,2.62643,2.43432,2.26696,0.00276,0.02469,0.00045,5e-05,5.54607,115.725,6.00649,0.009208,0.009208,0.009208
26,2009.61,2.54305,2.30648,2.22322,0.33504,0.03704,0.00038,7e-05,4.78884,11.1135,4.62386,0.009175,0.009175,0.009175
27,2083.91,2.5275,2.32847,2.20644,0.33492,0.01235,0.00088,0.00017,4.80238,9.23623,4.5644,0.009142,0.009142,0.009142
28,2158.03,2.5159,2.23084,2.2123,0.33492,0.01235,0.00088,0.00017,5.33789,12.5069,5.08648,0.009109,0.009109,0.009109
29,2229.56,2.42897,2.19135,2.10427,0.33864,0.01235,0.00074,8e-05,4.81565,50.2061,5.44365,0.009076,0.009076,0.009076
30,2304.64,2.43477,2.1212,2.12383,0.33864,0.01235,0.00074,8e-05,5.90332,6.67434,6.20692,0.009043,0.009043,0.009043
31,2376.84,2.39519,2.07401,2.08415,0.33864,0.01235,0.00074,8e-05,5.45424,9.31374,5.60183,0.00901,0.00901,0.00901
32,2448.38,2.40019,2.01246,2.07995,4e-05,0.01235,1e-05,0,5.21674,92.4252,5.64756,0.008977,0.008977,0.008977
33,2520.43,2.35925,2.02485,2.04162,0.03364,0.04938,0.01054,0.00249,4.48616,5.233,3.8357,0.008944,0.008944,0.008944
34,2592.61,2.33712,2.01984,2.03054,0.00011,0.02469,6e-05,1e-05,4.9733,14.3262,4.41844,0.008911,0.008911,0.008911
35,2663.77,2.3118,1.96049,2.00285,0.35934,0.01235,0.00223,0.00023,4.85611,6.1874,3.90787,0.008878,0.008878,0.008878
36,2737.71,2.31013,1.98536,2.00114,0.35934,0.01235,0.00223,0.00023,6.15355,5.28896,6.46009,0.008845,0.008845,0.008845
37,2813.47,2.34987,1.95223,2.02753,0.35934,0.01235,0.00223,0.00023,6.29361,5.26793,7.13929,0.008812,0.008812,0.008812
38,2887.46,2.29917,1.89872,1.98199,0.69042,0.06173,0.00808,0.00178,4.29423,5.05591,3.64628,0.008779,0.008779,0.008779
39,2959.29,2.25529,1.86375,1.97162,0.69042,0.06173,0.00808,0.00178,5.79327,9.20013,6.73804,0.008746,0.008746,0.008746
40,3031.21,2.29456,1.8687,1.99075,0.00182,0.01235,0.00036,4e-05,4.84603,6.6815,4.73528,0.008713,0.008713,0.008713
41,3102.91,2.26531,1.8841,1.94554,0.00182,0.01235,0.00036,4e-05,5.56221,7.48526,6.14003,0.00868,0.00868,0.00868
42,3174.43,2.24518,1.80179,1.94204,0.00182,0.01235,0.00036,4e-05,5.77873,9.03308,7.09362,0.008647,0.008647,0.008647
43,3246.9,2.23515,1.82231,1.93046,0.00182,0.01235,0.00036,4e-05,5.88477,71.8798,7.79551,0.008614,0.008614,0.008614
44,3319.27,2.2135,1.81478,1.95247,0.00182,0.01235,0.00036,4e-05,6.33695,116.75,6.79963,0.008581,0.008581,0.008581
45,3390.85,2.14835,1.76587,1.86085,0.00182,0.01235,0.00036,4e-05,5.95391,131.46,7.5467,0.008548,0.008548,0.008548
46,3461.33,2.1329,1.77419,1.8813,0.00182,0.01235,0.00036,4e-05,6.16013,4.89714,6.40258,0.008515,0.008515,0.008515
47,3532.47,2.19225,1.87099,1.9796,0.00182,0.01235,0.00036,4e-05,6.33132,104.442,8.35845,0.008482,0.008482,0.008482
48,3603.19,2.1354,1.80841,1.92915,0.00182,0.01235,0.00036,4e-05,6.18748,inf,12.5685,0.008449,0.008449,0.008449
