epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,90.1684,3.50029,7.10364,4.27813,0,0,0,0,3.62923,6.02204,4.15959,0.0919,0.0009,0.0009
2,174.679,3.53813,6.41339,4.25723,0,0,0,0,3.66188,6.02708,4.151,0.0828937,0.00189373,0.00189373
3,254.495,3.55546,5.9549,4.18979,0,0,0,0,3.74498,5.80018,4.13166,0.0738809,0.00288086,0.00288086
4,335.413,3.51627,5.52191,4.09456,0,0,0,0,3.85773,5.24916,4.09889,0.0648614,0.00386139,0.00386139
5,413.09,3.40143,5.14456,3.99927,0,0,0,0,3.93644,4.74583,4.04374,0.0558353,0.00483532,0.00483532
6,489.286,3.46861,4.57574,3.83597,0,0,0,0,3.93426,4.52943,4.01105,0.0468027,0.00580265,0.00580265
7,565.06,3.41393,4.49391,3.68513,0,0,0,0,3.93781,4.62322,3.97529,0.0377634,0.00676338,0.00676338
8,650.404,3.1573,4.09266,3.49256,0,0,0,0,3.93415,4.74212,3.96342,0.0287175,0.00771751,0.00771751
9,732.397,2.95199,3.76831,3.26996,0,0,0,0,3.90072,4.94175,4.00767,0.019665,0.00866504,0.00866504
10,810.901,2.83762,3.61565,3.08507,0,0,0,0,3.87749,5.12828,4.06495,0.010606,0.00960597,0.00960597
11,889.473,2.75033,3.34813,2.95554,0.00036,0.31944,0.00364,0.00106,3.28644,4.72645,3.08497,0.00967,0.00967,0.00967
12,968.409,2.65278,3.11787,2.82563,0.02051,0.27381,0.03548,0.01005,2.92106,3.99043,2.84198,0.009637,0.009637,0.009637
13,1047.43,2.63198,2.90055,2.787,0.40244,0.32799,0.08913,0.02914,2.5322,14.8692,2.60638,0.009604,0.009604,0.009604
14,1126.23,2.61231,2.79079,2.68747,0.59816,0.31178,0.26474,0.10998,2.51396,6.48617,2.74923,0.009571,0.009571,0.009571
15,1205.9,2.4814,2.48683,2.57375,0.16834,0.18056,0.11049,0.03799,3.0626,3.41656,3.38913,0.009538,0.009538,0.009538
16,1284.58,2.54306,2.47169,2.55002,0.64496,0.32341,0.27333,0.11199,2.44056,4.92008,2.73836,0.009505,0.009505,0.009505
17,1366.02,2.42035,2.26701,2.44411,0.00056,0.29167,0.00059,0.0002,2.98561,inf,2.89632,0.009472,0.009472,0.009472
18,1449.04,2.35416,2.092,2.40156,0.33355,0.15278,0.0004,9e-05,3.55427,inf,5.6059,0.009439,0.009439,0.009439
19,1527.74,2.28675,1.89966,2.31924,0.51695,0.30556,0.11068,0.04164,2.53583,25.284,2.73432,0.009406,0.009406,0.009406
20,1605.71,2.24689,1.94603,2.29938,0.64717,0.26587,0.27477,0.09266,2.3034,5.09373,2.53563,0.009373,0.009373,0.009373
21,1683.22,2.23874,1.95676,2.28863,0.57169,0.18254,0.12768,0.04727,2.88205,3.36479,2.86389,0.00934,0.00934,0.00934
22,1760.84,2.24012,1.93083,2.23917,5e-05,0.04167,4e-05,0,4.00567,104.562,3.77401,0.009307,0.009307,0.009307
23,1838.68,2.16584,1.76026,2.19722,0.00456,0.27579,0.00111,0.00019,3.48085,inf,3.61346,0.009274,0.009274,0.009274
24,1916.46,2.08189,1.68732,2.09418,0.63806,0.05357,0.04895,0.01645,2.74308,4.99507,2.86295,0.009241,0.009241,0.009241
25,1995.33,2.10328,1.71189,2.11545,0.62519,0.48611,0.46196,0.15502,2.41455,3.20268,2.59115,0.009208,0.009208,0.009208
26,2072.82,2.06146,1.65536,2.09616,0.83775,0.09722,0.13783,0.02641,3.12416,3.48174,3.23062,0.009175,0.009175,0.009175
27,2150.71,2.06654,1.70141,2.09197,0.68799,0.06746,0.03266,0.00937,3.30603,4.40268,3.47153,0.009142,0.009142,0.009142
28,2228.24,2.06852,1.64231,2.07258,0.86561,0.51555,0.54735,0.18673,2.25603,1.75215,2.41322,0.009109,0.009109,0.009109
29,2306.09,2.01348,1.60523,1.96993,0.03214,0.39286,0.05497,0.01451,3.52598,36.84,3.75191,0.009076,0.009076,0.009076
30,2390.76,1.93672,1.55495,1.95083,0.02285,0.03968,0.01221,0.0018,3.16477,5.64162,3.52607,0.009043,0.009043,0.009043
31,2474.8,1.94331,1.53584,1.93513,0.02285,0.03968,0.01221,0.0018,3.35889,6.10407,3.81299,0.00901,0.00901,0.00901
32,2561.15,1.93452,1.52335,1.90375,0.3753,0.0119,0.00819,0.00415,3.21814,5.43549,3.64497,0.008977,0.008977,0.008977
33,2644.47,1.9662,1.55446,1.95946,0.92443,0.46435,0.52257,0.15775,2.30821,2.09591,2.32866,0.008944,0.008944,0.008944
34,2725.79,1.91768,1.44249,1.86538,0.92443,0.46435,0.52257,0.15775,3.70652,5.42718,3.74083,0.008911,0.008911,0.008911
35,2804.46,1.93753,1.52388,1.85581,0.00193,0.07143,0.00179,0.00035,3.45338,41.427,3.54078,0.008878,0.008878,0.008878
36,2880.39,1.9291,1.51488,1.90135,0.03585,0.29365,0.06708,0.02125,3.35386,4.25815,3.32092,0.008845,0.008845,0.008845
37,2956.1,1.92692,1.51484,1.8742,0.4731,0.02381,0.01874,0.00398,3.94558,31.5739,3.7313,0.008812,0.008812,0.008812
38,3032.98,1.88982,1.40364,1.8373,0.55654,0.24008,0.23205,0.06997,2.58284,2.56971,2.54289,0.008779,0.008779,0.008779
39,3107.84,1.93643,1.482,1.86483,0.61282,0.49405,0.45198,0.14144,2.20186,3.24493,2.22566,0.008746,0.008746,0.008746
40,3182.94,1.83844,1.45275,1.77575,0.82706,0.0119,0.0139,0.00561,3.14791,5.57545,3.2078,0.008713,0.008713,0.008713
41,3260.67,1.85262,1.35464,1.77658,7e-05,0.04167,7e-05,1e-05,4.09255,6.07993,4.29549,0.00868,0.00868,0.00868
42,3336.31,1.84788,1.33502,1.79309,2e-05,0.01389,1e-05,0,3.1092,6.31423,3.66723,0.008647,0.008647,0.008647
43,3411.58,1.86168,1.36765,1.77962,0.43687,0.13654,0.13681,0.03291,3.10695,4.12882,3.00024,0.008614,0.008614,0.008614
44,3489.24,1.83399,1.35857,1.76886,0.42715,0.08333,0.07459,0.02274,3.32319,4.66011,3.22801,0.008581,0.008581,0.008581
45,3564.74,1.81965,1.28662,1.72801,0.60454,0.2123,0.22593,0.08197,2.73203,2.78199,2.57375,0.008548,0.008548,0.008548
46,3640.94,1.8242,1.32508,1.73259,0.60454,0.2123,0.22593,0.08197,3.26089,6.44369,3.69905,0.008515,0.008515,0.008515
47,3716.35,1.835,1.36844,1.74524,0.60454,0.2123,0.22593,0.08197,3.56283,6.77104,3.95837,0.008482,0.008482,0.008482
48,3791.61,1.83451,1.32731,1.77529,0.2,0.04167,0.12583,0.04509,2.87624,6.19603,3.50101,0.008449,0.008449,0.008449
49,3868.46,1.78756,1.28371,1.72775,0.2,0.04167,0.12583,0.04509,3.14497,6.28089,3.90168,0.008416,0.008416,0.008416
50,3944.91,1.78758,1.21845,1.72505,0.62759,0.0496,0.08503,0.02619,3.31378,5.11544,3.1227,0.008383,0.008383,0.008383
51,4022.12,1.79768,1.19982,1.73038,0.00021,0.14815,0.0005,9e-05,3.78779,8.91021,3.86422,0.00835,0.00835,0.00835
52,4095.34,1.80298,1.2419,1.68407,0.70508,0.3904,0.32335,0.12533,2.41196,2.66655,2.39614,0.008317,0.008317,0.008317
53,4178.64,1.76919,1.23732,1.66796,0.90402,0.48219,0.51051,0.18412,2.45856,1.68204,2.51159,0.008284,0.008284,0.008284
54,4254.06,1.77859,1.192,1.68455,0.87644,0.47627,0.5526,0.19235,2.50024,1.42008,2.44473,0.008251,0.008251,0.008251
55,4326.86,1.79574,1.18172,1.72179,0.9026,0.46387,0.56561,0.23031,2.42643,1.99438,2.26458,0.008218,0.008218,0.008218
56,4399.84,1.79234,1.18534,1.66687,0.7915,0.2805,0.30218,0.13869,2.30304,2.92954,2.38998,0.008185,0.008185,0.008185
57,4472.39,1.74069,1.19479,1.66043,0.49559,0.51128,0.48484,0.17024,2.72377,1.48634,2.73209,0.008152,0.008152,0.008152
58,4556.42,1.78231,1.27274,1.69026,0.84289,0.56574,0.56364,0.24629,2.12009,1.33577,2.18169,0.008119,0.008119,0.008119
59,4632.15,1.80078,1.25311,1.70278,0.95861,0.4555,0.54774,0.25829,1.965,2.45172,1.9895,0.008086,0.008086,0.008086
60,4714.6,1.71336,1.13181,1.62488,0.9847,0.48888,0.54236,0.15605,2.65865,1.99232,2.66186,0.008053,0.008053,0.008053
61,4795.91,1.73312,1.14816,1.63883,0.57024,0.16865,0.17494,0.0468,3.48192,5.10241,3.5359,0.00802,0.00802,0.00802
62,4869.68,1.73249,1.12042,1.63091,0.83281,0.4855,0.47982,0.14962,2.69661,1.76362,2.56395,0.007987,0.007987,0.007987
63,4941.77,1.69529,1.16902,1.64331,0.58881,0.37088,0.39359,0.1234,2.62414,2.31411,2.54494,0.007954,0.007954,0.007954
64,5016.77,1.73383,1.15054,1.6668,0.8054,0.39557,0.43212,0.17541,2.38328,2.04932,2.25408,0.007921,0.007921,0.007921
65,5094.39,1.78013,1.14248,1.65585,0.66715,0.68954,0.66606,0.31695,1.7941,1.1763,1.84523,0.007888,0.007888,0.007888
66,5167.28,1.71898,1.12096,1.62816,0.39957,0.61817,0.55164,0.2808,2.17088,2.31739,2.13272,0.007855,0.007855,0.007855
67,5239.17,1.72721,1.14813,1.65053,0.81125,0.42262,0.43342,0.14671,2.66429,2.4009,2.55948,0.007822,0.007822,0.007822
68,5311.7,1.73231,1.12486,1.64646,0.83351,0.36927,0.45656,0.19501,2.33405,2.94605,2.38505,0.007789,0.007789,0.007789
69,5383.47,1.65459,1.0836,1.57872,0.52333,0.54083,0.57616,0.22217,2.28708,1.43659,2.20145,0.007756,0.007756,0.007756
70,5460.45,1.63908,1.05365,1.56626,0.73444,0.35913,0.40535,0.16769,2.50976,2.28179,2.42934,0.007723,0.007723,0.007723
71,5536.57,1.66271,1.05089,1.56868,0.15586,0.11111,0.07915,0.01973,3.4088,3.63668,3.44434,0.00769,0.00769,0.00769
72,5608.68,1.73069,1.11614,1.61822,0.47183,0.50444,0.50463,0.17075,2.51574,1.56644,2.3236,0.007657,0.007657,0.007657
73,5681.51,1.72342,1.08962,1.60891,0.32735,0.53682,0.38869,0.12179,2.69173,3.06744,2.62145,0.007624,0.007624,0.007624
74,5753.93,1.68881,1.10745,1.5648,0.76818,0.20819,0.23076,0.07703,3.04029,3.78799,3.17535,0.007591,0.007591,0.007591
75,5828.6,1.69494,1.09691,1.61928,0.94228,0.55563,0.61156,0.31211,1.93999,1.23635,1.91085,0.007558,0.007558,0.007558
76,5899.57,1.59441,1.0127,1.54623,0.9015,0.53785,0.56498,0.28412,1.97938,1.15542,2.02919,0.007525,0.007525,0.007525
77,5970.22,1.62603,1.08465,1.56972,0.92632,0.52746,0.56255,0.29316,1.91868,1.33454,1.87202,0.007492,0.007492,0.007492
78,6041.3,1.68958,1.07011,1.57648,0.90503,0.54554,0.61294,0.31904,1.8743,1.16233,1.91691,0.007459,0.007459,0.007459
79,6113.14,1.60335,1.0149,1.55381,0.00036,0.30556,0.00034,8e-05,3.62265,26.1035,3.75921,0.007426,0.007426,0.007426
80,6185.21,1.57304,1.03657,1.5058,0.0925,0.02778,0.01503,0.0015,4.03534,4.59459,4.08242,0.007393,0.007393,0.007393
