epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,82.8048,3.51737,7.79193,4.25329,0,0,0,0,3.63276,6.01657,4.15919,0.0919,0.0009,0.0009
2,160.954,3.54805,6.97883,4.24339,0,0,0,0,3.64907,6.02668,4.15501,0.0828937,0.00189373,0.00189373
3,232.141,3.56154,6.42811,4.19392,0,0,0,0,3.68909,5.87924,4.14449,0.0738809,0.00288086,0.00288086
4,296.433,3.53679,5.88299,4.13333,0,0,0,0,3.78309,5.64955,4.12043,0.0648614,0.00386139,0.00386139
5,356.727,3.43388,5.43023,4.05234,0,0,0,0,3.89362,4.9448,4.07272,0.0558353,0.00483532,0.00483532
6,417.92,3.44846,4.96409,3.94991,0,0,0,0,3.95819,4.42878,3.99743,0.0468027,0.00580265,0.00580265
7,477.514,3.52936,4.70991,3.80356,0,0,0,0,3.96113,4.51347,3.9241,0.0377634,0.00676338,0.00676338
8,541.693,3.39116,4.23566,3.66598,0,0,0,0,3.93685,4.58246,3.85218,0.0287175,0.00771751,0.00771751
9,601.014,3.22928,4.01758,3.51927,0,0,0,0,3.73822,4.55131,3.6029,0.019665,0.00866504,0.00866504
10,660.18,3.07394,3.87148,3.27958,0.0303,0.06944,0.04144,0.01967,3.17931,4.46285,3.24795,0.010606,0.00960597,0.00960597
11,725.344,2.88542,3.54969,3.0596,0.0303,0.06944,0.04144,0.01967,3.681,4.8144,4.34478,0.00967,0.00967,0.00967
12,790.525,2.71307,3.24329,2.86437,0.0303,0.06944,0.04144,0.01967,4.446,5.46412,6.51632,0.009637,0.009637,0.009637
13,854.165,2.70168,2.95913,2.84774,6e-05,0.05556,3e-05,1e-05,3.39204,inf,4.62717,0.009604,0.009604,0.009604
14,917.181,2.67226,2.89035,2.8118,0.00028,0.27778,0.00082,0.00017,3.34849,inf,6.21935,0.009571,0.009571,0.009571
15,984.039,2.56947,2.51622,2.73071,0.00026,0.25,0.00083,0.00032,3.55145,inf,4.83404,0.009538,0.009538,0.009538
16,1053.96,2.57067,2.59209,2.68989,0.00012,0.11111,8e-05,1e-05,4.22992,31.2561,4.52357,0.009505,0.009505,0.009505
17,1114.96,2.47593,2.39129,2.59721,0.10054,0.37698,0.05474,0.02045,2.59643,29.3704,2.67589,0.009472,0.009472,0.009472
18,1176.4,2.44662,2.19474,2.56133,0.3527,0.23611,0.08072,0.03292,3.06,67.3431,4.08863,0.009439,0.009439,0.009439
19,1238.22,2.34445,2.06468,2.53349,0.52161,0.15278,0.15618,0.05715,2.74425,3.84109,3.10257,0.009406,0.009406,0.009406
20,1296.13,2.3176,2.05195,2.52703,0.11041,0.45175,0.09598,0.04238,2.15147,57.5906,2.67449,0.009373,0.009373,0.009373
21,1354.69,2.31747,2.04306,2.45613,0.00287,0.01389,0.00155,0.00038,3.3037,81.1868,3.87122,0.00934,0.00934,0.00934
22,1416.84,2.26956,2.05549,2.43815,0.34216,0.16667,0.02917,0.00676,3.10504,115.317,3.31028,0.009307,0.009307,0.009307
