epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.596,3.63962,7.196,4.23535,0,0,0,0,3.99492,8.44202,4.10437,0.0703896,0.00329004,0.00329004
2,24.5752,3.65957,5.58204,4.10065,0,0,0,0,4.03548,5.1765,4.03472,0.0403678,0.00660152,0.00660152
3,33.108,3.65257,5.09796,3.94566,0.0001,0.05556,7e-05,2e-05,4.12235,17.9267,3.94805,0.0103239,0.009891,0.009891
4,40.9336,3.46452,4.60499,3.71053,0.37857,0.05556,0.0191,0.00589,3.42003,14.1944,3.71428,0.009901,0.009901,0.009901
5,49.9723,3.17109,4.69958,3.38659,0.00045,0.05556,0.042,0.01242,2.90135,1017.73,4.56209,0.009868,0.009868,0.009868
6,57.5424,3.19532,4.31405,3.19951,0.40602,0.10467,0.06001,0.02651,3.05783,7.97763,2.84797,0.009835,0.009835,0.009835
7,65.0112,2.89149,3.76367,2.98297,0.36351,0.04167,0.03151,0.0127,3.00731,3.73054,2.78297,0.009802,0.009802,0.009802
8,72.5962,2.8821,3.4735,2.93945,0.47338,0.19424,0.08539,0.02375,2.8997,4.26561,2.76334,0.009769,0.009769,0.009769
9,80.0954,2.79962,3.27782,2.8268,0.54304,0.1369,0.11824,0.05187,2.91372,3.40688,2.60157,0.009736,0.009736,0.009736
10,87.6519,2.77349,3.0529,2.75508,0.48117,0.09974,0.16789,0.0772,2.62978,3.55971,2.79317,0.009703,0.009703,0.009703
11,95.1323,2.7175,2.84636,2.73053,0.66268,0.23413,0.2688,0.10019,2.78831,2.4428,2.60387,0.00967,0.00967,0.00967
12,102.651,2.65539,2.68218,2.65924,0.93575,0.06944,0.13816,0.0571,2.63775,3.66023,2.66781,0.009637,0.009637,0.009637
13,110.146,2.61083,2.45051,2.63225,0.11966,0.19841,0.1391,0.05091,3.13052,4.97208,3.31792,0.009604,0.009604,0.009604
14,117.702,2.5604,2.39695,2.59077,0.96553,0.09722,0.19866,0.09511,2.60835,22.8706,2.44687,0.009571,0.009571,0.009571
15,125.224,2.56101,2.36129,2.55791,0.55403,0.24603,0.20471,0.0846,2.70507,2.72193,2.44147,0.009538,0.009538,0.009538
16,132.756,2.49473,2.21005,2.54783,0.57592,0.28571,0.27352,0.13005,2.57259,3.02288,2.46999,0.009505,0.009505,0.009505
17,140.457,2.51075,2.15786,2.506,0.34419,0.51025,0.42533,0.17532,2.5759,1.89829,2.3368,0.009472,0.009472,0.009472
18,148.036,2.43984,2.09499,2.44632,0.7245,0.32202,0.34256,0.15763,2.56969,2.78046,2.43403,0.009439,0.009439,0.009439
19,155.608,2.38347,2.07811,2.39712,0.39729,0.50906,0.46096,0.18463,2.44691,1.99369,2.21801,0.009406,0.009406,0.009406
20,163.226,2.39673,2.04274,2.34539,0.74049,0.39865,0.4617,0.22145,2.30717,1.80968,2.12775,0.009373,0.009373,0.009373
21,170.854,2.32744,1.9161,2.35484,0.76323,0.50143,0.53348,0.22665,2.29747,1.86472,2.11403,0.00934,0.00934,0.00934
22,178.511,2.26906,1.88937,2.36367,0.83304,0.28506,0.3571,0.13576,2.64298,2.64801,2.40234,0.009307,0.009307,0.009307
23,186.124,2.29348,1.8817,2.30536,0.83987,0.44737,0.52514,0.21087,2.29305,1.72419,2.12757,0.009274,0.009274,0.009274
24,193.797,2.27466,1.86029,2.28765,0.69514,0.40278,0.41022,0.17246,2.60253,1.91761,2.26243,0.009241,0.009241,0.009241
25,201.37,2.20237,1.77338,2.24257,0.36747,0.47473,0.48984,0.19298,2.54316,1.72345,2.20704,0.009208,0.009208,0.009208
26,208.937,2.1797,1.76947,2.23173,0.26475,0.19869,0.24623,0.10243,2.61877,3.20993,2.566,0.009175,0.009175,0.009175
27,216.537,2.22411,1.72946,2.23316,0.85157,0.51984,0.59679,0.27532,2.31045,1.50667,2.03224,0.009142,0.009142,0.009142
28,224.17,2.14591,1.73422,2.16561,0.71163,0.32975,0.37758,0.14865,2.47618,2.47683,2.22247,0.009109,0.009109,0.009109
29,231.79,2.11939,1.73614,2.15328,0.86574,0.43388,0.50182,0.24949,2.16631,1.69856,1.9969,0.009076,0.009076,0.009076
30,239.416,2.09063,1.69699,2.11963,0.52511,0.52176,0.56642,0.25177,2.22206,1.64561,1.97649,0.009043,0.009043,0.009043
31,246.977,2.13296,1.72166,2.1459,0.72652,0.52388,0.5975,0.25215,2.17308,1.6292,2.00691,0.00901,0.00901,0.00901
32,254.606,2.11252,1.65837,2.12649,0.59424,0.23256,0.20469,0.06152,2.80201,3.96472,2.4955,0.008977,0.008977,0.008977
33,262.169,2.0834,1.63697,2.08487,0.54947,0.50674,0.56855,0.25106,2.15867,1.61875,1.95105,0.008944,0.008944,0.008944
34,269.777,2.05916,1.56613,2.10446,0.92258,0.54629,0.63647,0.27221,2.17136,1.54618,1.95904,0.008911,0.008911,0.008911
35,277.427,2.10831,1.65657,2.08653,0.49959,0.55047,0.56737,0.23383,2.12395,1.62416,1.97547,0.008878,0.008878,0.008878
36,284.941,2.07453,1.58675,2.07901,0.44038,0.29641,0.36434,0.13996,2.63706,2.46431,2.31298,0.008845,0.008845,0.008845
37,294.675,2.06397,1.53679,2.0764,0.73188,0.17857,0.19669,0.06471,2.93709,4.62772,2.79865,0.008812,0.008812,0.008812
38,303.272,2.10862,1.57743,2.08608,0.50082,0.0679,0.04738,0.02472,3.0941,4.91098,2.88892,0.008779,0.008779,0.008779
39,311.563,2.02201,1.51484,2.03784,0.92778,0.53351,0.62207,0.31707,2.08325,1.99537,1.88714,0.008746,0.008746,0.008746
40,319.516,1.9686,1.54041,1.98431,0.82597,0.33926,0.41324,0.18472,2.60238,2.50486,2.27698,0.008713,0.008713,0.008713
41,327.075,1.99136,1.47548,2.01356,0.82577,0.25265,0.28799,0.13184,2.48657,4.09053,2.31978,0.00868,0.00868,0.00868
42,334.689,1.99592,1.51088,1.96553,0.42931,0.05357,0.02044,0.0071,3.55645,11.578,3.32429,0.008647,0.008647,0.008647
43,342.329,1.97225,1.46207,1.95415,0.70966,0.53417,0.56761,0.26603,2.10578,1.43838,1.95459,0.008614,0.008614,0.008614
44,350.002,1.93975,1.46438,1.96762,0.88231,0.29563,0.36635,0.14418,2.54192,2.29043,2.28269,0.008581,0.008581,0.008581
45,357.66,2.00557,1.49626,1.96766,0.44434,0.42952,0.47588,0.21733,2.41678,1.90733,2.12916,0.008548,0.008548,0.008548
46,365.271,1.94772,1.47692,1.93362,0.59266,0.59369,0.58926,0.26248,2.1443,1.47513,1.91303,0.008515,0.008515,0.008515
47,373.132,1.94177,1.43621,1.93717,0.592,0.14881,0.15773,0.04661,3.04805,3.75344,2.74063,0.008482,0.008482,0.008482
