epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.1652,3.51627,7.77166,4.25662,0,0,0,0,3.63276,6.01657,4.1592,0.0919,0.0009,0.0009
2,150.937,3.53836,7.0382,4.24909,0,0,0,0,3.64362,6.02341,4.15618,0.0828937,0.00189373,0.00189373
3,223.03,3.56998,6.58947,4.1924,0,0,0,0,3.68176,5.87986,4.14726,0.0738809,0.00288086,0.00288086
4,289.923,3.54762,5.96993,4.14346,0,0,0,0,3.76632,5.65996,4.12507,0.0648614,0.00386139,0.00386139
5,358.681,3.44131,5.49539,4.06596,0,0,0,0,3.85728,4.96771,4.08995,0.0558353,0.00483532,0.00483532
6,428.228,3.50745,4.92592,3.97091,0,0,0,0,3.91242,4.54657,4.05239,0.0468027,0.00580265,0.00580265
7,497.858,3.46796,4.60035,3.82429,0,0,0,0,3.91502,4.57715,4.02439,0.0377634,0.00676338,0.00676338
8,565.103,3.1784,4.18919,3.60971,0,0,0,0,3.90826,4.69861,3.99717,0.0287175,0.00771751,0.00771751
9,629.462,2.97847,3.87672,3.4301,0,0,0,0,3.80593,4.74669,3.74986,0.019665,0.00866504,0.00866504
10,693.351,2.98895,3.88106,3.30814,0.00085,0.18056,0.04217,0.0144,3.18419,4.41557,3.27144,0.010606,0.00960597,0.00960597
11,756.608,2.79965,3.51724,3.05852,0.00085,0.18056,0.04217,0.0144,4.00021,4.88959,5.05142,0.00967,0.00967,0.00967
12,820.546,2.69916,3.23086,2.86869,0.00558,0.12302,0.00307,0.0009,3.32399,inf,7.41524,0.009637,0.009637,0.009637
13,884.061,2.60885,2.95319,2.80709,0.00564,0.03039,0.03013,0.01331,2.92839,35.4115,3.33784,0.009604,0.009604,0.009604
14,948.104,2.58643,2.8995,2.79009,0.00564,0.03039,0.03013,0.01331,3.57075,10.0216,5.92832,0.009571,0.009571,0.009571
15,1011.6,2.5356,2.59472,2.73183,0.05138,0.02778,0.00975,0.00363,3.30677,119.629,3.57521,0.009538,0.009538,0.009538
16,1076.2,2.55111,2.67577,2.68649,0.0291,0.1746,0.01318,0.00551,2.60701,47.2139,2.83035,0.009505,0.009505,0.009505
17,1138.26,2.43758,2.53572,2.57983,0.38448,0.27778,0.03242,0.01331,2.4716,85.192,2.66017,0.009472,0.009472,0.009472
18,1200.48,2.34259,2.23101,2.51346,0.44521,0.48578,0.18911,0.06375,2.43883,46.8431,3.28449,0.009439,0.009439,0.009439
19,1261.88,2.35024,2.06704,2.54192,0.54995,0.31349,0.05587,0.02009,2.81499,155.865,3.18021,0.009406,0.009406,0.009406
20,1323.42,2.2869,2.15309,2.51593,0.52704,0.19841,0.10585,0.05272,2.09373,inf,2.68241,0.009373,0.009373,0.009373
21,1384.67,2.24914,2.0619,2.42217,0.35469,0.1131,0.0268,0.00612,2.8137,4.27521,3.11647,0.00934,0.00934,0.00934
22,1445.93,2.23899,2.03197,2.41182,0.57331,0.09565,0.06937,0.02426,3.13724,8.26823,3.67596,0.009307,0.009307,0.009307
