epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.9323,2.51004,6.70224,1.62324,7e-05,0.0235,5e-05,2e-05,2.77233,6.40727,2.02764,0.0793,0.0023,0.0023
2,47.752,2.59215,5.08679,1.48187,0.0009,0.28555,0.00523,0.00181,1.90108,4.54916,1.19706,0.0576845,0.00468449,0.00468449
3,57.6658,2.55975,3.76785,1.57296,0.0009,0.28555,0.00523,0.00181,2.53837,4.75366,1.90172,0.0360531,0.00705314,0.00705314
4,66.0062,2.54808,3.31543,1.54145,0.0009,0.28555,0.00523,0.00181,3.71775,4.85568,4.28309,0.0144059,0.00940595,0.00940595
5,73.4957,2.45855,3.33003,1.51452,9e-05,0.08696,6e-05,1e-05,3.60475,5.36821,3.67825,0.009868,0.009868,0.009868
6,80.5934,2.54383,3.01379,1.60589,0.0007,0.07378,0.00267,0.00044,4.40782,5.16916,4.25881,0.009835,0.009835,0.009835
7,87.7491,2.54413,2.77358,1.55879,0.87369,0.02502,0.06299,0.0223,3.2396,4.43919,2.35389,0.009802,0.009802,0.009802
8,94.8834,2.46287,2.46259,1.5293,0.52436,0.03958,0.05592,0.01812,3.89581,3.71795,2.53124,0.009769,0.009769,0.009769
9,102.076,2.5325,2.50224,1.60875,0.24743,0.27804,0.21236,0.06885,2.40235,2.83967,1.71962,0.009736,0.009736,0.009736
10,109.547,2.42698,2.25154,1.59884,0.48097,0.02899,0.046,0.01551,4.85492,5.11788,4.99033,0.009703,0.009703,0.009703
11,117.308,2.43585,2.11291,1.57413,0.67406,0.26073,0.28044,0.11233,2.12903,2.26636,1.66007,0.00967,0.00967,0.00967
12,125.724,2.30532,1.99356,1.54192,0.7078,0.38895,0.3981,0.17817,2.28009,2.31484,1.81494,0.009637,0.009637,0.009637
13,135.303,2.3689,1.94595,1.56625,0.50155,0.58756,0.51628,0.21612,1.78777,1.94378,1.43298,0.009604,0.009604,0.009604
14,144.418,2.22653,1.93571,1.50718,0.55427,0.45439,0.52232,0.24007,1.94031,1.76354,1.47849,0.009571,0.009571,0.009571
15,154.5,2.33707,1.88691,1.57135,0.50021,0.35488,0.36855,0.15658,2.50159,3.01278,2.01898,0.009538,0.009538,0.009538
16,164.484,2.24656,1.84321,1.51757,0.5727,0.57059,0.59216,0.27979,1.81968,1.54089,1.44014,0.009505,0.009505,0.009505
17,174.403,2.21558,1.74191,1.57451,0.02632,0.04348,0.0185,0.00244,4.33063,5.75021,3.99895,0.009472,0.009472,0.009472
18,184.605,2.28316,1.76481,1.5715,0.82747,0.01449,0.01836,0.00288,4.09448,6.10338,3.78094,0.009439,0.009439,0.009439
19,194.647,2.22717,1.74977,1.5406,0.90377,0.05797,0.05408,0.02081,3.4788,5.28604,2.61237,0.009406,0.009406,0.009406
20,205.152,2.2394,1.69179,1.53716,0.47921,0.04532,0.05735,0.02435,3.73317,5.71604,2.83514,0.009373,0.009373,0.009373
21,217.158,2.25539,1.70416,1.55001,0.54053,0.67388,0.63725,0.29974,1.7734,1.34566,1.46994,0.00934,0.00934,0.00934
22,231.394,2.18927,1.63951,1.53295,0.53075,0.30573,0.32891,0.14003,2.29014,2.87734,1.77565,0.009307,0.009307,0.009307
23,252.307,2.14833,1.62001,1.47547,0.53097,0.55282,0.60995,0.27097,1.89507,1.39707,1.52548,0.009274,0.009274,0.009274
