epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.4455,2.54505,6.72927,1.6684,0,0,0,0,2.26398,6.03047,1.73492,0.0706383,0.00326241,0.00326241
2,21.5524,2.52106,4.95633,1.63691,0.00066,0.21347,0.13343,0.06179,2.14451,5.05484,1.59098,0.0406165,0.00657398,0.00657398
3,28.4274,2.56958,4.11534,1.64243,0.00078,0.24469,0.00364,0.0007,3.02807,5.44036,2.09751,0.0105728,0.00986355,0.00986355
4,35.2878,2.59882,3.74522,1.62577,0.22061,0.10073,0.10792,0.03721,2.58387,4.31968,1.48669,0.009901,0.009901,0.009901
5,42.2037,2.58424,3.31125,1.60844,0.88291,0.11594,0.14722,0.04876,3.03846,4.06319,2.67161,0.009868,0.009868,0.009868
6,49.1155,2.57626,2.99126,1.59315,0.28717,0.38217,0.32034,0.12576,2.226,2.73085,1.48834,0.009835,0.009835,0.009835
7,55.9594,2.50049,2.60398,1.52959,0.66921,0.01449,0.00096,0.0004,2.92297,10.0435,2.49914,0.009802,0.009802,0.009802
8,62.824,2.48117,2.49508,1.52434,0.38018,0.51852,0.48697,0.18765,2.16585,2.03371,1.4751,0.009769,0.009769,0.009769
9,69.6624,2.47356,2.43287,1.55562,0.41432,0.48871,0.47467,0.19114,2.07561,1.63278,1.41437,0.009736,0.009736,0.009736
10,76.5938,2.38424,2.01941,1.50681,0.74816,0.24339,0.26823,0.09906,2.64758,2.4852,1.82874,0.009703,0.009703,0.009703
11,83.5053,2.36007,1.98158,1.5266,0.70324,0.02899,0.0659,0.02183,3.02695,4.60867,2.34958,0.00967,0.00967,0.00967
12,90.4014,2.45401,2.14432,1.56535,0.45048,0.43113,0.43566,0.20457,2.09944,1.59366,1.49258,0.009637,0.009637,0.009637
13,97.2158,2.29188,1.94525,1.47523,0.26851,0.28576,0.24436,0.09088,2.60034,2.63323,1.8907,0.009604,0.009604,0.009604
14,104.141,2.30231,1.93323,1.45443,0.76869,0.09283,0.1062,0.03651,2.81898,4.08859,2.12419,0.009571,0.009571,0.009571
15,110.989,2.32875,1.9135,1.52142,0.34035,0.31601,0.34287,0.12655,2.36116,2.73927,1.58955,0.009538,0.009538,0.009538
16,117.889,2.30517,1.88029,1.53726,7e-05,0.04348,4e-05,1e-05,3.81159,14.901,3.5215,0.009505,0.009505,0.009505
17,124.705,2.27689,1.87905,1.5311,0.54457,0.35864,0.42687,0.18111,2.12573,2.04516,1.57058,0.009472,0.009472,0.009472
18,131.533,2.32912,1.89497,1.5904,0.51841,0.05797,0.05529,0.01481,3.40099,6.02019,2.88157,0.009439,0.009439,0.009439
19,138.471,2.28195,1.82807,1.54636,0.5398,0.55087,0.56494,0.1967,2.19926,1.51895,1.56031,0.009406,0.009406,0.009406
20,145.409,2.31514,1.83085,1.53813,0.57323,0.52793,0.5512,0.24545,1.94577,1.58203,1.43603,0.009373,0.009373,0.009373
21,152.385,2.263,1.82556,1.53172,0.8537,0.07427,0.08867,0.02598,3.27327,4.81286,2.66399,0.00934,0.00934,0.00934
22,159.147,2.24463,1.66857,1.54065,0.5494,0.43262,0.50828,0.1899,2.22266,1.50465,1.74317,0.009307,0.009307,0.009307
23,166.038,2.2689,1.77981,1.53851,0.34303,0.28907,0.33093,0.12259,2.07128,2.30199,1.65933,0.009274,0.009274,0.009274
24,172.959,2.22043,1.7345,1.51447,0.61355,0.62007,0.64592,0.29713,1.76176,1.29235,1.41603,0.009241,0.009241,0.009241
25,179.847,2.16967,1.63196,1.51385,0.55725,0.63242,0.62588,0.27087,1.9592,1.48388,1.57749,0.009208,0.009208,0.009208
26,186.699,2.22577,1.66532,1.53269,0.72277,0.52047,0.59831,0.25831,2.01205,1.43745,1.58403,0.009175,0.009175,0.009175
27,193.554,2.24623,1.67686,1.54139,0.45061,0.3243,0.36679,0.12752,2.71377,2.77749,2.07905,0.009142,0.009142,0.009142
28,200.548,2.17709,1.65673,1.46929,0.54992,0.546,0.59601,0.26336,1.86428,1.44431,1.46348,0.009109,0.009109,0.009109
