epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.74259,4.92572,9.97936,4.30646,0,0,0,0,4.47714,5.93911,4.15955,0.0982,0.0002,0.0002
2,12.0106,5.02467,9.49088,4.37016,0,0,0,0,4.47693,5.93785,4.15963,0.0954984,0.00049835,0.00049835
3,14.3341,5.14252,8.79622,4.25872,0,0,0,0,4.47666,5.93581,4.15822,0.0927947,0.00079472,0.00079472
4,16.5631,5.61489,8.96083,4.40819,0,0,0,0,4.47447,5.93769,4.15688,0.0900891,0.00108911,0.00108911
5,18.7945,5.17724,8.55519,4.28251,0,0,0,0,4.47306,5.93171,4.15332,0.0873815,0.00138152,0.00138152
6,21.0595,5.01147,8.52441,4.36713,0,0,0,0,4.4682,5.93738,4.14725,0.084672,0.00167195,0.00167195
7,23.339,5.08219,7.6338,4.27889,0,0,0,0,4.46199,5.71501,4.13873,0.0819604,0.0019604,0.0019604
8,25.5675,4.78475,7.40831,4.31285,0,0,0,0,4.45648,5.71925,4.1307,0.0792469,0.00224687,0.00224687
9,27.7374,5.31689,7.84842,4.2484,0,0,0,0,4.45101,5.72805,4.12266,0.0765314,0.00253136,0.00253136
10,29.951,5.12194,6.71871,4.14739,0,0,0,0,4.44857,5.64693,4.10578,0.0738139,0.00281387,0.00281387
11,32.1173,4.98698,6.75806,4.14986,0,0,0,0,4.44345,5.49216,4.08867,0.0710944,0.0030944,0.0030944
12,34.2595,4.86761,6.05153,4.15246,0,0,0,0,4.43956,5.20347,4.07484,0.068373,0.00337295,0.00337295
13,36.383,5.1874,5.87128,4.14602,0,0,0,0,4.43127,4.6391,4.06057,0.0656495,0.00364952,0.00364952
14,38.5006,4.87128,5.72027,4.03625,0,0,0,0,4.42619,4.63744,4.04813,0.0629241,0.00392411,0.00392411
15,40.6224,5.06035,5.852,4.03809,0,0,0,0,4.42797,4.63434,4.03465,0.0601967,0.00419672,0.00419672
16,42.7781,5.34688,5.69509,3.96141,0,0,0,0,4.42898,4.56896,4.01997,0.0574674,0.00446735,0.00446735
17,44.9369,4.66986,5.81555,4.0254,0,0,0,0,4.43135,4.57031,4.01143,0.054736,0.004736,0.004736
18,47.107,4.96245,5.47659,3.96709,0,0,0,0,4.43048,4.45123,4.00353,0.0520027,0.00500267,0.00500267
19,49.1743,4.89371,5.67405,3.92106,0,0,0,0,4.43423,4.44601,3.99887,0.0492674,0.00526736,0.00526736
20,51.2795,4.66296,5.65971,3.94473,0,0,0,0,4.43993,4.45138,3.98979,0.0465301,0.00553007,0.00553007
