epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.4432,3.11368,6.46899,2.50608,4e-05,0.01282,6e-05,3e-05,3.07004,5.63729,3.12094,0.0811,0.0021,0.0021
2,38.7274,2.78952,5.2726,2.15712,0.00021,0.05231,0.00025,9e-05,2.70628,5.23275,2.43274,0.0612858,0.00428581,0.00428581
3,53.3544,2.61574,4.40925,1.97777,0.00018,0.05128,0.00018,5e-05,2.74443,5.24049,2.29176,0.0414571,0.0064571,0.0064571
4,67.241,2.63742,4.00672,1.90096,0.00428,0.23179,0.00669,0.00175,3.70249,5.48564,2.05817,0.0216139,0.00861387,0.00861387
5,81.0725,2.66146,3.9112,1.89312,0.00283,0.48256,0.01533,0.00398,2.59207,4.30536,1.82406,0.009868,0.009868,0.009868
6,94.8779,2.6448,3.7356,1.8246,3e-05,0.02564,2e-05,0,4.48244,6.04178,4.59268,0.009835,0.009835,0.009835
7,109.737,2.58323,3.45209,1.83606,3e-05,0.02564,2e-05,0,3.17535,5.01693,2.92584,0.009802,0.009802,0.009802
8,123.584,2.56412,3.1327,1.80801,0.05325,0.1994,0.02104,0.00502,3.74773,9.82087,3.25222,0.009769,0.009769,0.009769
9,138.353,2.55488,3.00547,1.78067,0.35927,0.05333,0.0182,0.00326,3.15185,3.97069,2.46946,0.009736,0.009736,0.009736
10,152.006,2.48514,2.7003,1.73109,0.06252,0.27692,0.06329,0.01327,2.9219,4.05452,2.30177,0.009703,0.009703,0.009703
11,166.407,2.37453,2.54592,1.66187,0.23289,0.24807,0.13083,0.0277,2.66695,3.09242,2.09362,0.00967,0.00967,0.00967
12,179.582,2.37193,2.39627,1.6797,0.18095,0.26129,0.08667,0.01648,2.77665,4.71627,2.35121,0.009637,0.009637,0.009637
13,194.18,2.39675,2.36378,1.69049,0.31929,0.56,0.39101,0.11811,2.2486,2.78301,1.87173,0.009604,0.009604,0.009604
14,208.043,2.29786,2.26863,1.65764,0.1969,0.33946,0.18083,0.05453,2.60022,3.40941,2.16543,0.009571,0.009571,0.009571
15,221.97,2.28071,2.12665,1.61598,0.4894,0.36821,0.37885,0.11743,2.38862,2.13336,1.89077,0.009538,0.009538,0.009538
16,237.21,2.24309,2.1511,1.63199,5e-05,0.01282,3e-05,0,3.75182,5.83357,4.83152,0.009505,0.009505,0.009505
17,251.197,2.19503,2.1051,1.61011,0.26574,0.26513,0.17609,0.05057,2.77647,3.4678,2.37555,0.009472,0.009472,0.009472
