epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.18,2.63,6.92129,1.69903,0,0,0,0,1.9535,5.8209,1.59643,0.0706383,0.00326241,0.00326241
2,22.1379,2.56228,4.82141,1.50315,0.91869,0.15064,0.31866,0.13846,1.83634,3.96081,1.19572,0.0406165,0.00657398,0.00657398
3,28.6682,2.54623,3.84049,1.56151,0.59548,0.40214,0.33138,0.12886,2.12399,2.8823,1.3518,0.0105728,0.00986355,0.00986355
4,35.1247,2.63446,3.49952,1.61626,0.88732,0.07246,0.10988,0.03249,2.82555,4.43396,2.08984,0.009901,0.009901,0.009901
5,41.6741,2.56199,3.21012,1.57512,0.51727,0.04348,0.06984,0.02198,3.772,4.12686,4.35782,0.009868,0.009868,0.009868
6,48.2496,2.56911,2.92845,1.57855,0.33495,0.32682,0.29478,0.10703,2.59943,2.20555,1.9745,0.009835,0.009835,0.009835
7,55.1777,2.51658,2.50877,1.57764,0.48768,0.02899,0.02462,0.00498,3.27183,4.24524,2.28095,0.009802,0.009802,0.009802
8,61.7217,2.4702,2.42438,1.57166,0.53942,0.50168,0.58336,0.24098,1.85963,1.51744,1.35809,0.009769,0.009769,0.009769
9,68.2966,2.46042,2.31996,1.56493,0.90563,0.17391,0.31933,0.14886,2.10244,3.03137,1.47771,0.009736,0.009736,0.009736
10,74.8648,2.38869,2.0332,1.52891,0.52358,0.41113,0.47739,0.20223,2.00273,1.70604,1.41555,0.009703,0.009703,0.009703
11,81.4027,2.36208,2.116,1.55764,0.8085,0.02899,0.06239,0.01856,3.17919,4.64908,3.1496,0.00967,0.00967,0.00967
12,87.9645,2.41993,2.09249,1.53983,0.44259,0.48076,0.4407,0.18426,2.00046,1.70161,1.49418,0.009637,0.009637,0.009637
13,94.5643,2.33491,2.02129,1.49523,0.41368,0.34156,0.41044,0.1697,2.23237,1.86503,1.69709,0.009604,0.009604,0.009604
14,101.094,2.28513,1.91138,1.49726,0.46033,0.51156,0.54812,0.26074,1.93803,1.66913,1.46082,0.009571,0.009571,0.009571
15,108.977,2.35805,1.94554,1.54041,0.83654,0.39275,0.44239,0.16873,2.1686,1.93099,1.58123,0.009538,0.009538,0.009538
16,117.143,2.32861,1.90718,1.53341,0.52627,0.5398,0.55764,0.25645,1.78917,2.14174,1.3913,0.009505,0.009505,0.009505
17,138.052,2.23436,1.86234,1.49424,0.46732,0.47552,0.52409,0.21593,1.91123,1.79572,1.45434,0.009472,0.009472,0.009472
18,155.958,2.32489,1.90524,1.57693,0.4824,0.47488,0.50025,0.2276,1.85156,1.83058,1.45186,0.009439,0.009439,0.009439
19,181.136,2.28478,1.83163,1.50014,0.38751,0.22791,0.21628,0.08543,2.68129,2.92417,2.05085,0.009406,0.009406,0.009406
20,202.534,2.28549,1.86499,1.53045,0.51165,0.34657,0.35062,0.09449,2.7868,2.38174,2.09326,0.009373,0.009373,0.009373
21,215.401,2.23784,1.79731,1.54075,0.53641,0.53949,0.5589,0.24267,1.9173,1.44533,1.50331,0.00934,0.00934,0.00934
22,226.995,2.18695,1.63555,1.50823,0.66547,0.62816,0.6394,0.28058,1.9844,1.37513,1.53906,0.009307,0.009307,0.009307
23,239.266,2.26079,1.76541,1.5485,0.87942,0.45858,0.52292,0.20615,2.01753,1.47118,1.55815,0.009274,0.009274,0.009274
24,251.45,2.28686,1.75029,1.49924,0.53443,0.56274,0.53518,0.23544,1.79209,1.81307,1.32992,0.009241,0.009241,0.009241
25,262.635,2.18871,1.65885,1.4851,0.65316,0.59585,0.6462,0.24405,1.89213,1.2767,1.47547,0.009208,0.009208,0.009208
26,274.072,2.22668,1.64331,1.49822,0.71239,0.40149,0.36425,0.11945,2.58958,2.06041,2.01296,0.009175,0.009175,0.009175
27,285.211,2.22149,1.63815,1.49762,0.65239,0.61153,0.65514,0.3039,1.82477,1.34861,1.48505,0.009142,0.009142,0.009142
28,296.834,2.18664,1.58812,1.47875,0.87312,0.02487,0.03402,0.013,3.75838,6.04969,3.41832,0.009109,0.009109,0.009109
29,308.184,2.19964,1.61297,1.54358,0.62093,0.48388,0.53191,0.20796,2.12783,1.72725,1.69864,0.009076,0.009076,0.009076
30,321.654,2.1513,1.59078,1.45769,0.84694,0.13553,0.18932,0.09064,2.68963,4.42627,2.09264,0.009043,0.009043,0.009043
31,332.954,2.18842,1.66895,1.50037,0.33333,0.01449,0.17391,0.01739,3.31418,6.5676,2.47429,0.00901,0.00901,0.00901
32,344.573,2.14588,1.57926,1.46516,0.60785,0.01449,0.01656,0.00635,3.5257,11.0901,2.77242,0.008977,0.008977,0.008977
33,356.09,2.19815,1.62161,1.46597,0.72363,0.63123,0.64567,0.2896,1.8258,1.4752,1.41718,0.008944,0.008944,0.008944
34,367.44,2.16831,1.59281,1.46866,0.82426,0.39843,0.53151,0.22007,2.06209,1.67761,1.56416,0.008911,0.008911,0.008911
35,381.216,2.10404,1.61845,1.44956,0.65645,0.62883,0.65566,0.3158,1.83391,1.30866,1.4282,0.008878,0.008878,0.008878
36,393.988,2.09673,1.5099,1.4703,0.56003,0.59305,0.52852,0.19285,2.1285,1.43584,1.59398,0.008845,0.008845,0.008845
37,413.313,2.13428,1.55562,1.49734,0.60092,0.65542,0.57993,0.25395,1.83125,1.35363,1.39359,0.008812,0.008812,0.008812
38,432.202,2.11591,1.52948,1.45876,0.51115,0.28619,0.33879,0.10894,2.92812,2.80676,2.03138,0.008779,0.008779,0.008779
39,451.439,2.12421,1.59461,1.47026,0.36051,0.23149,0.23816,0.07856,3.10634,3.19823,2.71899,0.008746,0.008746,0.008746
40,470.758,2.13631,1.59111,1.48727,0.541,0.62328,0.633,0.31419,1.77144,1.17071,1.40471,0.008713,0.008713,0.008713
41,492.762,2.12478,1.53973,1.4377,0.46273,0.44031,0.52296,0.22451,1.90515,1.62656,1.46899,0.00868,0.00868,0.00868
42,513.58,2.098,1.54398,1.43382,0.66371,0.61471,0.66047,0.27356,1.95816,1.33632,1.50259,0.008647,0.008647,0.008647
43,532.573,2.04461,1.43399,1.42281,0.47415,0.38701,0.42677,0.16709,2.50148,2.08266,1.95943,0.008614,0.008614,0.008614
44,545.836,2.14747,1.5558,1.46218,0.64517,0.62269,0.61886,0.26438,2.02811,1.33302,1.58531,0.008581,0.008581,0.008581
45,561.849,2.09496,1.48498,1.45183,0.71091,0.63528,0.65029,0.31063,1.85074,1.20561,1.48566,0.008548,0.008548,0.008548
46,583.681,2.10135,1.56484,1.45486,0.73151,0.66749,0.67692,0.32072,1.78474,1.33083,1.41286,0.008515,0.008515,0.008515
47,602.56,2.06167,1.50004,1.44054,0.6442,0.65103,0.66258,0.30128,1.9379,1.16596,1.47553,0.008482,0.008482,0.008482
48,620.911,2.08607,1.47701,1.45254,0.71666,0.67651,0.67286,0.33737,1.86926,1.15019,1.49763,0.008449,0.008449,0.008449
49,640.519,2.13279,1.47845,1.44477,0.34347,0.04348,0.00344,0.0007,3.77479,7.11701,3.58122,0.008416,0.008416,0.008416
50,660.025,2.06011,1.51304,1.4507,0.54685,0.58076,0.60643,0.27597,1.96834,1.42117,1.56489,0.008383,0.008383,0.008383
